section_00_source_test_normal_0000_m-n_W.wav,0
section_00_source_test_normal_0001_m-n_X.wav,0
section_00_source_test_normal_0002_m-n_W.wav,0
section_00_source_test_normal_0003_m-n_W.wav,0
section_00_source_test_normal_0004_m-n_X.wav,0
section_00_source_test_normal_0005_m-n_W.wav,0
section_00_source_test_normal_0006_m-n_X.wav,0
section_00_source_test_normal_0007_m-n_W.wav,0
section_00_source_test_normal_0008_m-n_W.wav,0
section_00_source_test_normal_0009_m-n_X.wav,0
section_00_source_test_normal_0010_m-n_X.wav,0
section_00_source_test_normal_0011_m-n_W.wav,0
section_00_source_test_normal_0012_m-n_X.wav,0
section_00_source_test_normal_0013_m-n_W.wav,0
section_00_source_test_normal_0014_m-n_W.wav,0
section_00_source_test_normal_0015_m-n_W.wav,0
section_00_source_test_normal_0016_m-n_X.wav,0
section_00_source_test_normal_0017_m-n_W.wav,0
section_00_source_test_normal_0018_m-n_X.wav,0
section_00_source_test_normal_0019_m-n_W.wav,0
section_00_source_test_normal_0020_m-n_W.wav,0
section_00_source_test_normal_0021_m-n_X.wav,0
section_00_source_test_normal_0022_m-n_W.wav,0
section_00_source_test_normal_0023_m-n_X.wav,0
section_00_source_test_normal_0024_m-n_X.wav,0
section_00_source_test_normal_0025_m-n_X.wav,0
section_00_source_test_normal_0026_m-n_W.wav,0
section_00_source_test_normal_0027_m-n_X.wav,0
section_00_source_test_normal_0028_m-n_W.wav,0
section_00_source_test_normal_0029_m-n_W.wav,0
section_00_source_test_normal_0030_m-n_W.wav,0
section_00_source_test_normal_0031_m-n_X.wav,0
section_00_source_test_normal_0032_m-n_W.wav,0
section_00_source_test_normal_0033_m-n_W.wav,0
section_00_source_test_normal_0034_m-n_W.wav,0
section_00_source_test_normal_0035_m-n_X.wav,0
section_00_source_test_normal_0036_m-n_X.wav,0
section_00_source_test_normal_0037_m-n_X.wav,0
section_00_source_test_normal_0038_m-n_X.wav,0
section_00_source_test_normal_0039_m-n_X.wav,0
section_00_source_test_normal_0040_m-n_X.wav,0
section_00_source_test_normal_0041_m-n_W.wav,0
section_00_source_test_normal_0042_m-n_X.wav,0
section_00_source_test_normal_0043_m-n_X.wav,0
section_00_source_test_normal_0044_m-n_X.wav,0
section_00_source_test_normal_0045_m-n_X.wav,0
section_00_source_test_normal_0046_m-n_X.wav,0
section_00_source_test_normal_0047_m-n_W.wav,0
section_00_source_test_normal_0048_m-n_W.wav,0
section_00_source_test_normal_0049_m-n_X.wav,0
section_00_target_test_normal_0000_m-n_Z.wav,0
section_00_target_test_normal_0001_m-n_Y.wav,1
section_00_target_test_normal_0002_m-n_Z.wav,0
section_00_target_test_normal_0003_m-n_Z.wav,0
section_00_target_test_normal_0004_m-n_Z.wav,0
section_00_target_test_normal_0005_m-n_Z.wav,0
section_00_target_test_normal_0006_m-n_Y.wav,0
section_00_target_test_normal_0007_m-n_Z.wav,0
section_00_target_test_normal_0008_m-n_Y.wav,1
section_00_target_test_normal_0009_m-n_Z.wav,0
section_00_target_test_normal_0010_m-n_Z.wav,0
section_00_target_test_normal_0011_m-n_Z.wav,0
section_00_target_test_normal_0012_m-n_Z.wav,0
section_00_target_test_normal_0013_m-n_Y.wav,0
section_00_target_test_normal_0014_m-n_Y.wav,1
section_00_target_test_normal_0015_m-n_Y.wav,1
section_00_target_test_normal_0016_m-n_Z.wav,0
section_00_target_test_normal_0017_m-n_Y.wav,0
section_00_target_test_normal_0018_m-n_Y.wav,1
section_00_target_test_normal_0019_m-n_Y.wav,1
section_00_target_test_normal_0020_m-n_Y.wav,0
section_00_target_test_normal_0021_m-n_Z.wav,0
section_00_target_test_normal_0022_m-n_Z.wav,0
section_00_target_test_normal_0023_m-n_Z.wav,0
section_00_target_test_normal_0024_m-n_Z.wav,0
section_00_target_test_normal_0025_m-n_Z.wav,1
section_00_target_test_normal_0026_m-n_Y.wav,0
section_00_target_test_normal_0027_m-n_Z.wav,0
section_00_target_test_normal_0028_m-n_Y.wav,1
section_00_target_test_normal_0029_m-n_Y.wav,0
section_00_target_test_normal_0030_m-n_Y.wav,0
section_00_target_test_normal_0031_m-n_Y.wav,0
section_00_target_test_normal_0032_m-n_Y.wav,0
section_00_target_test_normal_0033_m-n_Z.wav,0
section_00_target_test_normal_0034_m-n_Y.wav,0
section_00_target_test_normal_0035_m-n_Z.wav,0
section_00_target_test_normal_0036_m-n_Y.wav,0
section_00_target_test_normal_0037_m-n_Y.wav,1
section_00_target_test_normal_0038_m-n_Y.wav,1
section_00_target_test_normal_0039_m-n_Z.wav,0
section_00_target_test_normal_0040_m-n_Y.wav,0
section_00_target_test_normal_0041_m-n_Y.wav,0
section_00_target_test_normal_0042_m-n_Z.wav,0
section_00_target_test_normal_0043_m-n_Y.wav,1
section_00_target_test_normal_0044_m-n_Z.wav,0
section_00_target_test_normal_0045_m-n_Z.wav,0
section_00_target_test_normal_0046_m-n_Y.wav,1
section_00_target_test_normal_0047_m-n_Z.wav,0
section_00_target_test_normal_0048_m-n_Y.wav,0
section_00_target_test_normal_0049_m-n_Z.wav,0
section_00_source_test_anomaly_0000_m-n_W.wav,0
section_00_source_test_anomaly_0001_m-n_X.wav,0
section_00_source_test_anomaly_0002_m-n_W.wav,0
section_00_source_test_anomaly_0003_m-n_W.wav,0
section_00_source_test_anomaly_0004_m-n_X.wav,0
section_00_source_test_anomaly_0005_m-n_X.wav,0
section_00_source_test_anomaly_0006_m-n_X.wav,0
section_00_source_test_anomaly_0007_m-n_W.wav,0
section_00_source_test_anomaly_0008_m-n_W.wav,0
section_00_source_test_anomaly_0009_m-n_X.wav,0
section_00_source_test_anomaly_0010_m-n_W.wav,0
section_00_source_test_anomaly_0011_m-n_W.wav,0
section_00_source_test_anomaly_0012_m-n_X.wav,0
section_00_source_test_anomaly_0013_m-n_X.wav,1
section_00_source_test_anomaly_0014_m-n_X.wav,0
section_00_source_test_anomaly_0015_m-n_W.wav,0
section_00_source_test_anomaly_0016_m-n_W.wav,0
section_00_source_test_anomaly_0017_m-n_X.wav,0
section_00_source_test_anomaly_0018_m-n_X.wav,0
section_00_source_test_anomaly_0019_m-n_W.wav,0
section_00_source_test_anomaly_0020_m-n_X.wav,0
section_00_source_test_anomaly_0021_m-n_X.wav,0
section_00_source_test_anomaly_0022_m-n_W.wav,0
section_00_source_test_anomaly_0023_m-n_W.wav,0
section_00_source_test_anomaly_0024_m-n_X.wav,0
section_00_source_test_anomaly_0025_m-n_X.wav,0
section_00_source_test_anomaly_0026_m-n_W.wav,0
section_00_source_test_anomaly_0027_m-n_X.wav,0
section_00_source_test_anomaly_0028_m-n_X.wav,0
section_00_source_test_anomaly_0029_m-n_W.wav,0
section_00_source_test_anomaly_0030_m-n_X.wav,0
section_00_source_test_anomaly_0031_m-n_X.wav,0
section_00_source_test_anomaly_0032_m-n_X.wav,0
section_00_source_test_anomaly_0033_m-n_W.wav,0
section_00_source_test_anomaly_0034_m-n_X.wav,0
section_00_source_test_anomaly_0035_m-n_W.wav,0
section_00_source_test_anomaly_0036_m-n_W.wav,0
section_00_source_test_anomaly_0037_m-n_X.wav,1
section_00_source_test_anomaly_0038_m-n_X.wav,0
section_00_source_test_anomaly_0039_m-n_X.wav,0
section_00_source_test_anomaly_0040_m-n_X.wav,0
section_00_source_test_anomaly_0041_m-n_X.wav,0
section_00_source_test_anomaly_0042_m-n_W.wav,0
section_00_source_test_anomaly_0043_m-n_X.wav,0
section_00_source_test_anomaly_0044_m-n_X.wav,0
section_00_source_test_anomaly_0045_m-n_W.wav,0
section_00_source_test_anomaly_0046_m-n_W.wav,0
section_00_source_test_anomaly_0047_m-n_W.wav,1
section_00_source_test_anomaly_0048_m-n_X.wav,0
section_00_source_test_anomaly_0049_m-n_X.wav,0
section_00_target_test_anomaly_0000_m-n_Y.wav,1
section_00_target_test_anomaly_0001_m-n_Z.wav,0
section_00_target_test_anomaly_0002_m-n_Z.wav,0
section_00_target_test_anomaly_0003_m-n_Z.wav,0
section_00_target_test_anomaly_0004_m-n_Z.wav,0
section_00_target_test_anomaly_0005_m-n_Z.wav,0
section_00_target_test_anomaly_0006_m-n_Y.wav,0
section_00_target_test_anomaly_0007_m-n_Z.wav,0
section_00_target_test_anomaly_0008_m-n_Y.wav,1
section_00_target_test_anomaly_0009_m-n_Y.wav,0
section_00_target_test_anomaly_0010_m-n_Z.wav,0
section_00_target_test_anomaly_0011_m-n_Z.wav,0
section_00_target_test_anomaly_0012_m-n_Z.wav,0
section_00_target_test_anomaly_0013_m-n_Z.wav,0
section_00_target_test_anomaly_0014_m-n_Z.wav,0
section_00_target_test_anomaly_0015_m-n_Z.wav,0
section_00_target_test_anomaly_0016_m-n_Z.wav,0
section_00_target_test_anomaly_0017_m-n_Z.wav,0
section_00_target_test_anomaly_0018_m-n_Y.wav,1
section_00_target_test_anomaly_0019_m-n_Z.wav,0
section_00_target_test_anomaly_0020_m-n_Y.wav,0
section_00_target_test_anomaly_0021_m-n_Y.wav,1
section_00_target_test_anomaly_0022_m-n_Y.wav,1
section_00_target_test_anomaly_0023_m-n_Y.wav,1
section_00_target_test_anomaly_0024_m-n_Y.wav,0
section_00_target_test_anomaly_0025_m-n_Z.wav,0
section_00_target_test_anomaly_0026_m-n_Z.wav,0
section_00_target_test_anomaly_0027_m-n_Y.wav,0
section_00_target_test_anomaly_0028_m-n_Z.wav,0
section_00_target_test_anomaly_0029_m-n_Z.wav,0
section_00_target_test_anomaly_0030_m-n_Z.wav,0
section_00_target_test_anomaly_0031_m-n_Z.wav,0
section_00_target_test_anomaly_0032_m-n_Y.wav,1
section_00_target_test_anomaly_0033_m-n_Y.wav,0
section_00_target_test_anomaly_0034_m-n_Z.wav,0
section_00_target_test_anomaly_0035_m-n_Y.wav,1
section_00_target_test_anomaly_0036_m-n_Z.wav,0
section_00_target_test_anomaly_0037_m-n_Z.wav,0
section_00_target_test_anomaly_0038_m-n_Z.wav,0
section_00_target_test_anomaly_0039_m-n_Y.wav,1
section_00_target_test_anomaly_0040_m-n_Y.wav,1
section_00_target_test_anomaly_0041_m-n_Y.wav,1
section_00_target_test_anomaly_0042_m-n_Y.wav,1
section_00_target_test_anomaly_0043_m-n_Z.wav,0
section_00_target_test_anomaly_0044_m-n_Y.wav,1
section_00_target_test_anomaly_0045_m-n_Z.wav,0
section_00_target_test_anomaly_0046_m-n_Y.wav,1
section_00_target_test_anomaly_0047_m-n_Y.wav,0
section_00_target_test_anomaly_0048_m-n_Y.wav,1
section_00_target_test_anomaly_0049_m-n_Y.wav,1
