section_00_source_test_normal_0000_volt_3.0.wav,0
section_00_source_test_normal_0001_volt_1.0.wav,0
section_00_source_test_normal_0002_volt_1.0.wav,0
section_00_source_test_normal_0003_volt_1.0.wav,1
section_00_source_test_normal_0004_volt_2.0.wav,0
section_00_source_test_normal_0005_volt_3.0.wav,0
section_00_source_test_normal_0006_volt_3.0.wav,0
section_00_source_test_normal_0007_volt_1.0.wav,0
section_00_source_test_normal_0008_volt_3.0.wav,0
section_00_source_test_normal_0009_volt_3.0.wav,0
section_00_source_test_normal_0010_volt_1.0.wav,0
section_00_source_test_normal_0011_volt_1.5.wav,0
section_00_source_test_normal_0012_volt_2.5.wav,0
section_00_source_test_normal_0013_volt_2.5.wav,0
section_00_source_test_normal_0014_volt_2.5.wav,0
section_00_source_test_normal_0015_volt_2.0.wav,0
section_00_source_test_normal_0016_volt_3.0.wav,0
section_00_source_test_normal_0017_volt_2.5.wav,0
section_00_source_test_normal_0018_volt_2.0.wav,0
section_00_source_test_normal_0019_volt_3.0.wav,0
section_00_source_test_normal_0020_volt_1.5.wav,1
section_00_source_test_normal_0021_volt_2.5.wav,0
section_00_source_test_normal_0022_volt_2.0.wav,0
section_00_source_test_normal_0023_volt_2.0.wav,0
section_00_source_test_normal_0024_volt_2.5.wav,0
section_00_source_test_normal_0025_volt_2.0.wav,0
section_00_source_test_normal_0026_volt_3.0.wav,0
section_00_source_test_normal_0027_volt_2.0.wav,0
section_00_source_test_normal_0028_volt_1.0.wav,0
section_00_source_test_normal_0029_volt_3.0.wav,0
section_00_source_test_normal_0030_volt_1.0.wav,1
section_00_source_test_normal_0031_volt_1.5.wav,0
section_00_source_test_normal_0032_volt_2.5.wav,0
section_00_source_test_normal_0033_volt_2.0.wav,0
section_00_source_test_normal_0034_volt_2.5.wav,0
section_00_source_test_normal_0035_volt_2.0.wav,0
section_00_source_test_normal_0036_volt_1.5.wav,0
section_00_source_test_normal_0037_volt_1.0.wav,0
section_00_source_test_normal_0038_volt_1.5.wav,0
section_00_source_test_normal_0039_volt_1.0.wav,0
section_00_source_test_normal_0040_volt_2.0.wav,0
section_00_source_test_normal_0041_volt_3.0.wav,0
section_00_source_test_normal_0042_volt_1.0.wav,0
section_00_source_test_normal_0043_volt_1.5.wav,1
section_00_source_test_normal_0044_volt_1.5.wav,0
section_00_source_test_normal_0045_volt_2.5.wav,0
section_00_source_test_normal_0046_volt_1.5.wav,1
section_00_source_test_normal_0047_volt_1.5.wav,1
section_00_source_test_normal_0048_volt_1.5.wav,0
section_00_source_test_normal_0049_volt_2.5.wav,0
section_00_target_test_normal_0000_volt_0.8.wav,0
section_00_target_test_normal_0001_volt_2.8.wav,0
section_00_target_test_normal_0002_volt_0.8.wav,0
section_00_target_test_normal_0003_volt_2.3.wav,0
section_00_target_test_normal_0004_volt_3.3.wav,1
section_00_target_test_normal_0005_volt_2.8.wav,0
section_00_target_test_normal_0006_volt_3.3.wav,0
section_00_target_test_normal_0007_volt_3.5.wav,0
section_00_target_test_normal_0008_volt_1.3.wav,0
section_00_target_test_normal_0009_volt_3.5.wav,0
section_00_target_test_normal_0010_volt_0.8.wav,0
section_00_target_test_normal_0011_volt_2.3.wav,0
section_00_target_test_normal_0012_volt_3.3.wav,0
section_00_target_test_normal_0013_volt_3.3.wav,0
section_00_target_test_normal_0014_volt_2.8.wav,0
section_00_target_test_normal_0015_volt_0.6.wav,0
section_00_target_test_normal_0016_volt_1.3.wav,0
section_00_target_test_normal_0017_volt_0.6.wav,0
section_00_target_test_normal_0018_volt_3.5.wav,1
section_00_target_test_normal_0019_volt_0.8.wav,0
section_00_target_test_normal_0020_volt_3.5.wav,1
section_00_target_test_normal_0021_volt_1.8.wav,1
section_00_target_test_normal_0022_volt_3.5.wav,0
section_00_target_test_normal_0023_volt_2.3.wav,0
section_00_target_test_normal_0024_volt_1.8.wav,0
section_00_target_test_normal_0025_volt_1.8.wav,0
section_00_target_test_normal_0026_volt_2.8.wav,0
section_00_target_test_normal_0027_volt_2.3.wav,0
section_00_target_test_normal_0028_volt_3.3.wav,0
section_00_target_test_normal_0029_volt_2.8.wav,0
section_00_target_test_normal_0030_volt_0.6.wav,0
section_00_target_test_normal_0031_volt_3.3.wav,0
section_00_target_test_normal_0032_volt_1.3.wav,1
section_00_target_test_normal_0033_volt_1.8.wav,0
section_00_target_test_normal_0034_volt_0.6.wav,0
section_00_target_test_normal_0035_volt_3.3.wav,1
section_00_target_test_normal_0036_volt_0.8.wav,0
section_00_target_test_normal_0037_volt_0.6.wav,0
section_00_target_test_normal_0038_volt_1.3.wav,0
section_00_target_test_normal_0039_volt_3.5.wav,0
